codigo,nome,categoria,marca_peca,posicao,preco,disponivel,equivalencias
JG-0128,Válvula de admissão,Motor,Jaraguá,,"45,32",sim,JG-0130
JG-0129,Válvula de admissão,Motor,Jaraguá,,"288,90",sim,IB-0148;IB-0145
AN-0152,Válvula de admissão,Motor,Anhembi,,"114,05",sim,JG-0127
IB-0146,Válvula de admissão,Motor,Ibirapuera,,"210,26",sim,AN-0153
TT-0139,Válvula de admissão,Motor,Tietê,,"58,04",sim,TT-0140
TT-0140,Válvula de admissão,Motor,Tietê,,"173,05",sim,JG-0132;VG-0129
IB-0147,Válvula de admissão,Motor,Ibirapuera,,"278,58",sim,VG-0130
TT-0141,Válvula de admissão,Motor,Tietê,,"353,34",não,PJ-0128;AN-0153
JG-0130,Válvula de admissão,Motor,Jaraguá,,"226,96",sim,PJ-0129
IB-0148,Válvula de admissão,Motor,Ibirapuera,,"325,44",sim,JG-0132
AN-0153,Válvula de admissão,Motor,Anhembi,,"176,61",sim,IB-0145
JG-0131,Válvula de admissão,Motor,Jaraguá,,"281,62",sim,AN-0152;JG-0132
JG-0132,Válvula de admissão,Motor,Jaraguá,,"418,27",sim,IB-0145
AN-0154,Alternador,Elétrica,Anhembi,,"248,07",sim,IB-0153
IB-0149,Alternador,Elétrica,Ibirapuera,,"103,46",sim,AN-0158;IB-0153
PJ-0130,Alternador,Elétrica,Pirajuçara,,"598,43",sim,AN-0159
VG-0131,Alternador,Elétrica,Vergueiro,,"626,57",sim,AN-0155
PJ-0131,Alternador,Elétrica,Pirajuçara,,"565,59",sim,JG-0134
VG-0132,Alternador,Elétrica,Vergueiro,,"530,02",sim,PJ-0130
AN-0155,Alternador,Elétrica,Anhembi,,"199,39",sim,IB-0154
JG-0133,Alternador,Elétrica,Jaraguá,,"424,45",sim,TT-0143;VG-0132
JG-0134,Alternador,Elétrica,Jaraguá,,"293,80",sim,IB-0150;AN-0157
AN-0156,Alternador,Elétrica,Anhembi,,"252,58",não,IB-0149;PJ-0133
PJ-0132,Alternador,Elétrica,Pirajuçara,,"362,93",sim,VG-0133;PJ-0131
IB-0150,Alternador,Elétrica,Ibirapuera,,"578,03",sim,IB-0152
IB-0151,Alternador,Elétrica,Ibirapuera,,"557,95",sim,IB-0153
JG-0135,Alternador,Elétrica,Jaraguá,,"675,63",não,VG-0131;IB-0152
VG-0133,Alternador,Elétrica,Vergueiro,,"597,08",sim,TT-0142;PJ-0130
JG-0136,Alternador,Elétrica,Jaraguá,,"445,74",sim,TT-0144
IB-0152,Alternador,Elétrica,Ibirapuera,,"337,20",sim,AN-0158;PJ-0133
PJ-0133,Alternador,Elétrica,Pirajuçara,,"628,61",sim,PJ-0130;TT-0142
TT-0142,Alternador,Elétrica,Tietê,,"205,12",sim,AN-0154
AN-0157,Alternador,Elétrica,Anhembi,,"164,05",sim,IB-0151
TT-0143,Alternador,Elétrica,Tietê,,"601,10",sim,TT-0144
IB-0153,Alternador,Elétrica,Ibirapuera,,"533,70",sim,PJ-0131;AN-0159
AN-0158,Alternador,Elétrica,Anhembi,,"711,86",sim,PJ-0132
JG-0137,Alternador,Elétrica,Jaraguá,,"456,84",sim,IB-0154
IB-0154,Alternador,Elétrica,Ibirapuera,,"134,80",sim,VG-0131
AN-0159,Alternador,Elétrica,Anhembi,,"410,86",sim,IB-0150
TT-0144,Alternador,Elétrica,Tietê,,"209,01",sim,IB-0152;IB-0153
TT-0145,Alternador,Elétrica,Tietê,,"174,15",sim,VG-0133;AN-0154
IB-0155,Motor de arranque,Elétrica,Ibirapuera,,"171,40",sim,IB-0160
JG-0138,Motor de arranque,Elétrica,Jaraguá,,"543,43",sim,JG-0141
AN-0160,Motor de arranque,Elétrica,Anhembi,,"756,83",sim,TT-0147
IB-0156,Motor de arranque,Elétrica,Ibirapuera,,"333,82",não,AN-0161;PJ-0140
JG-0139,Motor de arranque,Elétrica,Jaraguá,,"527,73",sim,PJ-0136;PJ-0141
AN-0161,Motor de arranque,Elétrica,Anhembi,,"253,03",sim,AN-0160;VG-0135
IB-0157,Motor de arranque,Elétrica,Ibirapuera,,"400,92",sim,IB-0160;JG-0138
JG-0140,Motor de arranque,Elétrica,Jaraguá,,"161,42",sim,TT-0146
PJ-0134,Motor de arranque,Elétrica,Pirajuçara,,"779,67",não,JG-0140;IB-0155
JG-0141,Motor de arranque,Elétrica,Jaraguá,,"527,73",sim,TT-0146
PJ-0135,Motor de arranque,Elétrica,Pirajuçara,,"263,90",sim,IB-0158;JG-0138
VG-0134,Motor de arranque,Elétrica,Vergueiro,,"309,84",sim,PJ-0138
IB-0158,Motor de arranque,Elétrica,Ibirapuera,,"173,12",sim,PJ-0140
PJ-0136,Motor de arranque,Elétrica,Pirajuçara,,"612,97",sim,PJ-0140;VG-0135
TT-0146,Motor de arranque,Elétrica,Tietê,,"122,01",sim,VG-0136;JG-0139
PJ-0137,Motor de arranque,Elétrica,Pirajuçara,,"466,72",sim,IB-0155
VG-0135,Motor de arranque,Elétrica,Vergueiro,,"420,89",sim,AN-0161;JG-0138
VG-0136,Motor de arranque,Elétrica,Vergueiro,,"507,21",sim,PJ-0135
IB-0159,Motor de arranque,Elétrica,Ibirapuera,,"289,25",sim,PJ-0141;IB-0156
PJ-0138,Motor de arranque,Elétrica,Pirajuçara,,"661,53",sim,VG-0135
TT-0147,Motor de arranque,Elétrica,Tietê,,"257,33",sim,AN-0161;PJ-0140
JG-0142,Motor de arranque,Elétrica,Jaraguá,,"225,86",sim,VG-0135;PJ-0134
PJ-0139,Motor de arranque,Elétrica,Pirajuçara,,"480,81",sim,PJ-0134
VG-0137,Motor de arranque,Elétrica,Vergueiro,,"261,17",sim,IB-0156
PJ-0140,Motor de arranque,Elétrica,Pirajuçara,,"724,93",sim,JG-0142;VG-0137
IB-0160,Motor de arranque,Elétrica,Ibirapuera,,"706,21",sim,JG-0138;PJ-0136
PJ-0141,Motor de arranque,Elétrica,Pirajuçara,,"712,96",sim,PJ-0140
PJ-0142,Motor de arranque,Elétrica,Pirajuçara,,"158,22",sim,IB-0157;JG-0142
IB-0161,Sensor de rotação,Elétrica,Ibirapuera,,"197,76",não,VG-0140
VG-0138,Sensor de rotação,Elétrica,Vergueiro,,"647,11",sim,VG-0139
TT-0148,Sensor de rotação,Elétrica,Tietê,,"143,41",não,VG-0140;IB-0162
VG-0139,Sensor de rotação,Elétrica,Vergueiro,,"487,48",sim,IB-0162
JG-0143,Sensor de rotação,Elétrica,Jaraguá,,"584,82",sim,TT-0148
TT-0149,Sensor de rotação,Elétrica,Tietê,,"428,90",sim,TT-0148;IB-0165
JG-0144,Sensor de rotação,Elétrica,Jaraguá,,"521,44",sim,PJ-0144
IB-0162,Sensor de rotação,Elétrica,Ibirapuera,,"275,71",não,VG-0140
PJ-0143,Sensor de rotação,Elétrica,Pirajuçara,,"582,67",sim,IB-0161
IB-0163,Sensor de rotação,Elétrica,Ibirapuera,,"451,47",sim,VG-0140;TT-0150
VG-0140,Sensor de rotação,Elétrica,Vergueiro,,"614,15",não,TT-0150
TT-0150,Sensor de rotação,Elétrica,Tietê,,"99,90",sim,IB-0161
IB-0164,Sensor de rotação,Elétrica,Ibirapuera,,"769,68",sim,VG-0139;TT-0150
IB-0165,Sensor de rotação,Elétrica,Ibirapuera,,"96,18",sim,TT-0149;JG-0144
AN-0162,Sensor de rotação,Elétrica,Anhembi,,"197,52",sim,VG-0138;VG-0141
JG-0145,Sensor de rotação,Elétrica,Jaraguá,,"561,75",não,IB-0163
VG-0141,Sensor de rotação,Elétrica,Vergueiro,,"393,30",sim,IB-0165
VG-0142,Sensor de rotação,Elétrica,Vergueiro,,"183,20",sim,AN-0162;JG-0146
PJ-0144,Sensor de rotação,Elétrica,Pirajuçara,,"707,97",sim,IB-0164;VG-0138
JG-0146,Sensor de rotação,Elétrica,Jaraguá,,"212,00",não,VG-0140
TT-0151,Bateria 60Ah,Elétrica,Tietê,,"451,74",sim,JG-0152;PJ-0148
AN-0163,Bateria 60Ah,Elétrica,Anhembi,,"228,41",sim,JG-0152
VG-0143,Bateria 60Ah,Elétrica,Vergueiro,,"698,35",sim,TT-0151
PJ-0145,Bateria 60Ah,Elétrica,Pirajuçara,,"423,60",sim,VG-0146
JG-0147,Bateria 60Ah,Elétrica,Jaraguá,,"259,56",não,VG-0143
TT-0152,Bateria 60Ah,Elétrica,Tietê,,"209,72",sim,PJ-0150
PJ-0146,Bateria 60Ah,Elétrica,Pirajuçara,,"93,49",sim,VG-0145;VG-0144
AN-0164,Bateria 60Ah,Elétrica,Anhembi,,"720,26",sim,AN-0167;JG-0148
VG-0144,Bateria 60Ah,Elétrica,Vergueiro,,"510,58",não,AN-0165
JG-0148,Bateria 60Ah,Elétrica,Jaraguá,,"391,38",sim,VG-0144;PJ-0148
IB-0166,Bateria 60Ah,Elétrica,Ibirapuera,,"665,68",sim,AN-0166;AN-0167
AN-0165,Bateria 60Ah,Elétrica,Anhembi,,"511,50",sim,JG-0148
TT-0153,Bateria 60Ah,Elétrica,Tietê,,"135,69",sim,IB-0167
PJ-0147,Bateria 60Ah,Elétrica,Pirajuçara,,"345,32",sim,VG-0145;PJ-0150
IB-0167,Bateria 60Ah,Elétrica,Ibirapuera,,"380,70",sim,JG-0147;JG-0148
JG-0149,Bateria 60Ah,Elétrica,Jaraguá,,"548,46",sim,VG-0144
JG-0150,Bateria 60Ah,Elétrica,Jaraguá,,"535,61",não,PJ-0147;AN-0163
VG-0145,Bateria 60Ah,Elétrica,Vergueiro,,"667,77",sim,PJ-0145
IB-0168,Bateria 60Ah,Elétrica,Ibirapuera,,"694,46",sim,IB-0167
VG-0146,Bateria 60Ah,Elétrica,Vergueiro,,"203,97",sim,PJ-0148
AN-0166,Bateria 60Ah,Elétrica,Anhembi,,"267,28",sim,AN-0163;TT-0152
AN-0167,Bateria 60Ah,Elétrica,Anhembi,,"685,44",sim,TT-0151
TT-0154,Bateria 60Ah,Elétrica,Tietê,,"491,69",sim,JG-0150
JG-0151,Bateria 60Ah,Elétrica,Jaraguá,,"427,06",sim,PJ-0149
PJ-0148,Bateria 60Ah,Elétrica,Pirajuçara,,"586,23",sim,IB-0167
JG-0152,Bateria 60Ah,Elétrica,Jaraguá,,"126,19",sim,PJ-0148
PJ-0149,Bateria 60Ah,Elétrica,Pirajuçara,,"715,90",sim,AN-0166;TT-0153
PJ-0150,Bateria 60Ah,Elétrica,Pirajuçara,,"136,24",sim,IB-0166;TT-0152
IB-0169,Chicote do injetor,Elétrica,Ibirapuera,,"594,01",sim,VG-0147;AN-0169
AN-0168,Chicote do injetor,Elétrica,Anhembi,,"315,78",sim,TT-0155
AN-0169,Chicote do injetor,Elétrica,Anhembi,,"131,22",não,AN-0170
VG-0147,Chicote do injetor,Elétrica,Vergueiro,,"710,90",sim,VG-0151;VG-0148
IB-0170,Chicote do injetor,Elétrica,Ibirapuera,,"730,42",sim,VG-0151
JG-0153,Chicote do injetor,Elétrica,Jaraguá,,"768,74",sim,IB-0170
TT-0155,Chicote do injetor,Elétrica,Tietê,,"271,08",sim,VG-0148
VG-0148,Chicote do injetor,Elétrica,Vergueiro,,"136,53",sim,AN-0168
VG-0149,Chicote do injetor,Elétrica,Vergueiro,,"464,41",sim,VG-0150;IB-0171
VG-0150,Chicote do injetor,Elétrica,Vergueiro,,"699,71",sim,AN-0169
IB-0171,Chicote do injetor,Elétrica,Ibirapuera,,"113,87",sim,IB-0170;AN-0170
AN-0170,Chicote do injetor,Elétrica,Anhembi,,"753,41",sim,VG-0151
VG-0151,Chicote do injetor,Elétrica,Vergueiro,,"281,23",sim,VG-0149;VG-0148
PJ-0151,Chicote do injetor,Elétrica,Pirajuçara,,"420,65",sim,PJ-0152
AN-0171,Chicote do injetor,Elétrica,Anhembi,,"196,15",sim,IB-0169;VG-0150
AN-0172,Chicote do injetor,Elétrica,Anhembi,,"730,84",sim,AN-0173;JG-0153
AN-0173,Chicote do injetor,Elétrica,Anhembi,,"545,69",sim,AN-0168;PJ-0152
PJ-0152,Chicote do injetor,Elétrica,Pirajuçara,,"383,49",sim,IB-0170;AN-0170
PJ-0153,Chicote do injetor,Elétrica,Pirajuçara,,"683,07",sim,AN-0172
VG-0152,Chicote do injetor,Elétrica,Vergueiro,,"364,39",sim,AN-0168;AN-0172
PJ-0154,Bobina de ignição,Elétrica,Pirajuçara,,"98,90",sim,VG-0154;IB-0173
IB-0172,Bobina de ignição,Elétrica,Ibirapuera,,"186,41",sim,VG-0154;JG-0155
IB-0173,Bobina de ignição,Elétrica,Ibirapuera,,"190,14",sim,JG-0154;PJ-0155
JG-0154,Bobina de ignição,Elétrica,Jaraguá,,"93,59",sim,VG-0154;JG-0158
TT-0156,Bobina de ignição,Elétrica,Tietê,,"188,40",sim,TT-0157
VG-0153,Bobina de ignição,Elétrica,Vergueiro,,"151,49",sim,TT-0160;VG-0156
VG-0154,Bobina de ignição,Elétrica,Vergueiro,,"265,11",sim,VG-0156
TT-0157,Bobina de ignição,Elétrica,Tietê,,"178,07",sim,VG-0153
JG-0155,Bobina de ignição,Elétrica,Jaraguá,,"174,42",sim,TT-0158
JG-0156,Bobina de ignição,Elétrica,Jaraguá,,"614,31",sim,VG-0153;IB-0172
VG-0155,Bobina de ignição,Elétrica,Vergueiro,,"770,13",sim,IB-0172
TT-0158,Bobina de ignição,Elétrica,Tietê,,"171,02",sim,PJ-0155;VG-0154
JG-0157,Bobina de ignição,Elétrica,Jaraguá,,"639,31",sim,JG-0155
TT-0159,Bobina de ignição,Elétrica,Tietê,,"503,73",sim,TT-0158;JG-0154
JG-0158,Bobina de ignição,Elétrica,Jaraguá,,"444,54",sim,TT-0156
PJ-0155,Bobina de ignição,Elétrica,Pirajuçara,,"214,44",sim,TT-0159;JG-0155
IB-0174,Bobina de ignição,Elétrica,Ibirapuera,,"676,08",sim,IB-0172
TT-0160,Bobina de ignição,Elétrica,Tietê,,"543,76",sim,TT-0157
VG-0156,Bobina de ignição,Elétrica,Vergueiro,,"717,88",não,VG-0155;TT-0160
VG-0157,Bobina de ignição,Elétrica,Vergueiro,,"92,28",não,TT-0160
VG-0158,Jogo de velas de ignição,Elétrica,Vergueiro,,"348,91",sim,IB-0175;IB-0177
VG-0159,Jogo de velas de ignição,Elétrica,Vergueiro,,"504,37",sim,TT-0161;IB-0178
AN-0174,Jogo de velas de ignição,Elétrica,Anhembi,,"666,18",sim,AN-0179;TT-0162
IB-0175,Jogo de velas de ignição,Elétrica,Ibirapuera,,"291,20",não,AN-0179;PJ-0156
TT-0161,Jogo de velas de ignição,Elétrica,Tietê,,"292,33",sim,AN-0176
VG-0160,Jogo de velas de ignição,Elétrica,Vergueiro,,"652,84",sim,IB-0175
IB-0176,Jogo de velas de ignição,Elétrica,Ibirapuera,,"337,76",sim,IB-0178
JG-0159,Jogo de velas de ignição,Elétrica,Jaraguá,,"189,64",sim,AN-0174;AN-0175
TT-0162,Jogo de velas de ignição,Elétrica,Tietê,,"705,16",sim,IB-0178
AN-0175,Jogo de velas de ignição,Elétrica,Anhembi,,"93,48",sim,TT-0164;VG-0160
TT-0163,Jogo de velas de ignição,Elétrica,Tietê,,"654,51",sim,JG-0160;PJ-0156
IB-0177,Jogo de velas de ignição,Elétrica,Ibirapuera,,"549,97",sim,AN-0177
TT-0164,Jogo de velas de ignição,Elétrica,Tietê,,"573,62",sim,IB-0176
JG-0160,Jogo de velas de ignição,Elétrica,Jaraguá,,"100,45",sim,IB-0178
PJ-0156,Jogo de velas de ignição,Elétrica,Pirajuçara,,"738,71",sim,VG-0160
AN-0176,Jogo de velas de ignição,Elétrica,Anhembi,,"100,93",sim,VG-0159;AN-0174
AN-0177,Jogo de velas de ignição,Elétrica,Anhembi,,"460,49",sim,TT-0162
AN-0178,Jogo de velas de ignição,Elétrica,Anhembi,,"377,00",sim,VG-0159
AN-0179,Jogo de velas de ignição,Elétrica,Anhembi,,"487,45",sim,IB-0177
IB-0178,Jogo de velas de ignição,Elétrica,Ibirapuera,,"173,96",sim,AN-0179;PJ-0156
TT-0165,Filtro de óleo,Filtros,Tietê,,"55,98",sim,AN-0184
AN-0180,Filtro de óleo,Filtros,Anhembi,,"54,13",sim,TT-0166;JG-0163
PJ-0157,Filtro de óleo,Filtros,Pirajuçara,,"70,28",sim,JG-0161;AN-0185
AN-0181,Filtro de óleo,Filtros,Anhembi,,"64,12",sim,IB-0181;IB-0179
IB-0179,Filtro de óleo,Filtros,Ibirapuera,,"61,92",sim,IB-0180;AN-0181
AN-0182,Filtro de óleo,Filtros,Anhembi,,"48,25",sim,AN-0184;JG-0161
VG-0161,Filtro de óleo,Filtros,Vergueiro,,"69,95",sim,PJ-0157;TT-0165
AN-0183,Filtro de óleo,Filtros,Anhembi,,"35,99",sim,AN-0180;PJ-0158
JG-0161,Filtro de óleo,Filtros,Jaraguá,,"47,76",sim,AN-0180;PJ-0158
JG-0162,Filtro de óleo,Filtros,Jaraguá,,"43,01",sim,TT-0165
IB-0180,Filtro de óleo,Filtros,Ibirapuera,,"71,40",sim,VG-0162
VG-0162,Filtro de óleo,Filtros,Vergueiro,,"74,68",sim,TT-0165
AN-0184,Filtro de óleo,Filtros,Anhembi,,"38,16",sim,JG-0164
TT-0166,Filtro de óleo,Filtros,Tietê,,"67,48",sim,IB-0180
IB-0181,Filtro de óleo,Filtros,Ibirapuera,,"70,10",sim,AN-0181
JG-0163,Filtro de óleo,Filtros,Jaraguá,,"31,82",sim,AN-0180;TT-0166
AN-0185,Filtro de óleo,Filtros,Anhembi,,"40,75",sim,AN-0180;JG-0162
PJ-0158,Filtro de óleo,Filtros,Pirajuçara,,"74,45",sim,AN-0184;JG-0161
JG-0164,Filtro de óleo,Filtros,Jaraguá,,"34,32",sim,AN-0180;IB-0179
JG-0165,Filtro de óleo,Filtros,Jaraguá,,"40,22",sim,AN-0185
PJ-0159,Filtro de ar,Filtros,Pirajuçara,,"46,92",sim,VG-0168
JG-0166,Filtro de ar,Filtros,Jaraguá,,"27,27",sim,VG-0171;VG-0166
VG-0163,Filtro de ar,Filtros,Vergueiro,,"75,94",não,TT-0169
VG-0164,Filtro de ar,Filtros,Vergueiro,,"53,38",sim,PJ-0159;VG-0170
VG-0165,Filtro de ar,Filtros,Vergueiro,,"58,44",sim,TT-0174
AN-0186,Filtro de ar,Filtros,Anhembi,,"29,10",sim,VG-0170;TT-0173
JG-0167,Filtro de ar,Filtros,Jaraguá,,"42,98",sim,VG-0165
VG-0166,Filtro de ar,Filtros,Vergueiro,,"41,00",sim,JG-0168
JG-0168,Filtro de ar,Filtros,Jaraguá,,"70,75",sim,TT-0169;VG-0163
TT-0167,Filtro de ar,Filtros,Tietê,,"25,23",sim,AN-0186;VG-0170
TT-0168,Filtro de ar,Filtros,Tietê,,"41,55",sim,TT-0170
VG-0167,Filtro de ar,Filtros,Vergueiro,,"57,49",sim,PJ-0160
TT-0169,Filtro de ar,Filtros,Tietê,,"70,99",sim,VG-0167
PJ-0160,Filtro de ar,Filtros,Pirajuçara,,"72,82",sim,VG-0169;PJ-0161
JG-0169,Filtro de ar,Filtros,Jaraguá,,"77,00",sim,PJ-0160;VG-0164
TT-0170,Filtro de ar,Filtros,Tietê,,"54,24",sim,PJ-0161;TT-0174
VG-0168,Filtro de ar,Filtros,Vergueiro,,"66,28",sim,TT-0168;VG-0163
TT-0171,Filtro de ar,Filtros,Tietê,,"68,02",sim,VG-0164
IB-0182,Filtro de ar,Filtros,Ibirapuera,,"54,75",sim,JG-0168
TT-0172,Filtro de ar,Filtros,Tietê,,"64,34",sim,JG-0166;VG-0166
VG-0169,Filtro de ar,Filtros,Vergueiro,,"63,67",sim,VG-0165
AN-0187,Filtro de ar,Filtros,Anhembi,,"54,75",sim,JG-0167
TT-0173,Filtro de ar,Filtros,Tietê,,"25,30",não,AN-0186
TT-0174,Filtro de ar,Filtros,Tietê,,"63,18",sim,TT-0170;AN-0186
VG-0170,Filtro de ar,Filtros,Vergueiro,,"64,94",sim,JG-0169
PJ-0161,Filtro de ar,Filtros,Pirajuçara,,"70,80",sim,JG-0166;TT-0174
VG-0171,Filtro de ar,Filtros,Vergueiro,,"30,43",sim,IB-0182
JG-0170,Filtro de ar,Filtros,Jaraguá,,"34,83",sim,VG-0168;PJ-0161
VG-0172,Filtro de combustível,Filtros,Vergueiro,,"45,51",sim,IB-0183
JG-0171,Filtro de combustível,Filtros,Jaraguá,,"43,72",sim,JG-0174
IB-0183,Filtro de combustível,Filtros,Ibirapuera,,"37,68",não,PJ-0162
VG-0173,Filtro de combustível,Filtros,Vergueiro,,"63,76",sim,AN-0189
AN-0188,Filtro de combustível,Filtros,Anhembi,,"35,56",sim,IB-0185
AN-0189,Filtro de combustível,Filtros,Anhembi,,"50,53",sim,IB-0185;JG-0171
VG-0174,Filtro de combustível,Filtros,Vergueiro,,"45,57",sim,JG-0171
TT-0175,Filtro de combustível,Filtros,Tietê,,"25,19",sim,JG-0177;JG-0171
AN-0190,Filtro de combustível,Filtros,Anhembi,,"33,47",sim,TT-0175;IB-0184
AN-0191,Filtro de combustível,Filtros,Anhembi,,"31,37",sim,VG-0176
VG-0175,Filtro de combustível,Filtros,Vergueiro,,"51,87",sim,AN-0191
TT-0176,Filtro de combustível,Filtros,Tietê,,"26,80",sim,IB-0184;AN-0189
JG-0172,Filtro de combustível,Filtros,Jaraguá,,"72,79",não,TT-0177
IB-0184,Filtro de combustível,Filtros,Ibirapuera,,"41,37",sim,VG-0173;VG-0175
JG-0173,Filtro de combustível,Filtros,Jaraguá,,"73,06",sim,AN-0192;IB-0185
IB-0185,Filtro de combustível,Filtros,Ibirapuera,,"43,66",não,TT-0175;JG-0174
VG-0176,Filtro de combustível,Filtros,Vergueiro,,"46,15",sim,JG-0171
JG-0174,Filtro de combustível,Filtros,Jaraguá,,"35,41",sim,JG-0171
JG-0175,Filtro de combustível,Filtros,Jaraguá,,"72,72",sim,IB-0183;IB-0185
JG-0176,Filtro de combustível,Filtros,Jaraguá,,"77,13",sim,VG-0173
TT-0177,Filtro de combustível,Filtros,Tietê,,"37,86",sim,AN-0188
PJ-0162,Filtro de combustível,Filtros,Pirajuçara,,"28,11",sim,AN-0192
IB-0186,Filtro de combustível,Filtros,Ibirapuera,,"65,92",sim,JG-0177;JG-0175
JG-0177,Filtro de combustível,Filtros,Jaraguá,,"35,20",sim,AN-0192;AN-0190
TT-0178,Filtro de combustível,Filtros,Tietê,,"64,89",sim,VG-0172;IB-0184
VG-0177,Filtro de combustível,Filtros,Vergueiro,,"38,57",sim,VG-0172;JG-0173
AN-0192,Filtro de combustível,Filtros,Anhembi,,"65,25",sim,JG-0176;VG-0172
JG-0178,Filtro de combustível,Filtros,Jaraguá,,"46,85",não,VG-0175
IB-0187,Filtro de cabine,Filtros,Ibirapuera,,"50,34",sim,JG-0179
VG-0178,Filtro de cabine,Filtros,Vergueiro,,"36,46",não,TT-0179;AN-0200
AN-0193,Filtro de cabine,Filtros,Anhembi,,"70,99",sim,JG-0179
VG-0179,Filtro de cabine,Filtros,Vergueiro,,"36,38",sim,AN-0200
AN-0194,Filtro de cabine,Filtros,Anhembi,,"60,57",sim,IB-0189
TT-0179,Filtro de cabine,Filtros,Tietê,,"38,25",sim,TT-0180;JG-0179
VG-0180,Filtro de cabine,Filtros,Vergueiro,,"72,40",sim,IB-0189
IB-0188,Filtro de cabine,Filtros,Ibirapuera,,"74,16",sim,IB-0187
TT-0180,Filtro de cabine,Filtros,Tietê,,"61,36",não,TT-0183;TT-0182
PJ-0163,Filtro de cabine,Filtros,Pirajuçara,,"55,74",sim,AN-0194
AN-0195,Filtro de cabine,Filtros,Anhembi,,"47,20",sim,VG-0181
IB-0189,Filtro de cabine,Filtros,Ibirapuera,,"57,80",sim,AN-0194;VG-0181
TT-0181,Filtro de cabine,Filtros,Tietê,,"50,03",sim,TT-0182;JG-0179
AN-0196,Filtro de cabine,Filtros,Anhembi,,"35,74",sim,PJ-0165;TT-0182
AN-0197,Filtro de cabine,Filtros,Anhembi,,"30,85",sim,TT-0183
TT-0182,Filtro de cabine,Filtros,Tietê,,"34,16",sim,PJ-0164;VG-0183
PJ-0164,Filtro de cabine,Filtros,Pirajuçara,,"48,21",sim,VG-0180
TT-0183,Filtro de cabine,Filtros,Tietê,,"70,76",sim,VG-0180
AN-0198,Filtro de cabine,Filtros,Anhembi,,"70,18",sim,PJ-0163;VG-0183
JG-0179,Filtro de cabine,Filtros,Jaraguá,,"61,44",sim,TT-0179
VG-0181,Filtro de cabine,Filtros,Vergueiro,,"29,88",sim,TT-0179
VG-0182,Filtro de cabine,Filtros,Vergueiro,,"25,40",sim,IB-0188
AN-0199,Filtro de cabine,Filtros,Anhembi,,"74,59",sim,AN-0196;IB-0190
IB-0190,Filtro de cabine,Filtros,Ibirapuera,,"46,42",não,JG-0179
AN-0200,Filtro de cabine,Filtros,Anhembi,,"62,94",sim,TT-0181;AN-0199
PJ-0165,Filtro de cabine,Filtros,Pirajuçara,,"41,30",sim,AN-0198;PJ-0163
AN-0201,Filtro de cabine,Filtros,Anhembi,,"42,52",sim,VG-0183;TT-0182
VG-0183,Filtro de cabine,Filtros,Vergueiro,,"62,42",sim,TT-0183;VG-0180
TT-0184,Radiador de água,Arrefecimento,Tietê,,"81,73",sim,VG-0185
IB-0191,Radiador de água,Arrefecimento,Ibirapuera,,"289,79",sim,JG-0180
TT-0185,Radiador de água,Arrefecimento,Tietê,,"311,57",sim,VG-0186;PJ-0166
VG-0184,Radiador de água,Arrefecimento,Vergueiro,,"240,50",sim,AN-0202;TT-0186
IB-0192,Radiador de água,Arrefecimento,Ibirapuera,,"277,99",sim,JG-0181
PJ-0166,Radiador de água,Arrefecimento,Pirajuçara,,"203,17",sim,PJ-0167
JG-0180,Radiador de água,Arrefecimento,Jaraguá,,"217,59",sim,VG-0186
TT-0186,Radiador de água,Arrefecimento,Tietê,,"80,62",sim,JG-0181
PJ-0167,Radiador de água,Arrefecimento,Pirajuçara,,"244,51",sim,TT-0186
AN-0202,Radiador de água,Arrefecimento,Anhembi,,"77,98",sim,PJ-0166;TT-0184
JG-0181,Radiador de água,Arrefecimento,Jaraguá,,"175,29",sim,JG-0180;IB-0191
JG-0182,Radiador de água,Arrefecimento,Jaraguá,,"320,82",sim,JG-0180;TT-0184
VG-0185,Radiador de água,Arrefecimento,Vergueiro,,"338,16",sim,TT-0186
VG-0186,Radiador de água,Arrefecimento,Vergueiro,,"198,77",sim,IB-0191
AN-0203,Radiador de água,Arrefecimento,Anhembi,,"216,80",não,TT-0185
VG-0187,Radiador de água,Arrefecimento,Vergueiro,,"244,45",sim,AN-0203
TT-0187,Radiador de água,Arrefecimento,Tietê,,"152,43",sim,IB-0192;TT-0184
VG-0188,Radiador de água,Arrefecimento,Vergueiro,,"92,15",sim,VG-0185
JG-0183,Radiador de água,Arrefecimento,Jaraguá,,"91,14",sim,JG-0182;VG-0187
JG-0184,Radiador de água,Arrefecimento,Jaraguá,,"81,55",sim,VG-0187;VG-0184
TT-0188,Válvula termostática,Arrefecimento,Tietê,,"306,76",sim,TT-0189
VG-0189,Válvula termostática,Arrefecimento,Vergueiro,,"116,46",sim,AN-0205;JG-0186
VG-0190,Válvula termostática,Arrefecimento,Vergueiro,,"241,32",sim,PJ-0171;JG-0188
JG-0185,Válvula termostática,Arrefecimento,Jaraguá,,"194,43",sim,PJ-0172
JG-0186,Válvula termostática,Arrefecimento,Jaraguá,,"232,76",sim,JG-0185;JG-0189
IB-0193,Válvula termostática,Arrefecimento,Ibirapuera,,"116,96",não,VG-0190;IB-0194
PJ-0168,Válvula termostática,Arrefecimento,Pirajuçara,,"308,21",sim,JG-0188;IB-0194
JG-0187,Válvula termostática,Arrefecimento,Jaraguá,,"242,15",não,IB-0193
